ticker,company name,short name,industry,exchange
ANIP,ANI Pharmaceuticals Inc.,ANI Pharmaceuticals,Biotechnology,NASDAQ Global Market
ANIX,Anixa Biosciences Inc.,Anixa Biosciences,Medical Diagnostics & Research,NASDAQ Capital Market
ANSS,ANSYS Inc.,ANSYS,Application Software,Nasdaq Global Select
ANTM,Anthem Inc.,Anthem,Health Care Plans,New York Stock Exchange
ANY,Sphere 3D Corp.,Sphere 3D,Application Software,NASDAQ Capital Market
AOA,iShares Core Aggressive Allocation,iShares Core Aggressive Allocation,,NYSE Arca
AOBC,American Outdoor Brands Corporation,American Outdoor Brands,Aerospace & Defense,Nasdaq Global Select
AOD,Aberdeen Total Dynamic Dividend Fund,Aberdeen Total Dynamic Dividend Fund,Asset Management,New York Stock Exchange
AOK,iShares Core Conservative Allocation,iShares Core Conservative Allocation,,NYSE Arca
AOM,iShares Core Moderate Allocation,iShares Core Moderate Allocation,,NYSE Arca
AON,Aon plc Class A (UK),Aon plc (UK),Brokers & Exchanges,New York Stock Exchange
AOR,iShares Core Growth Allocation,iShares Core Growth Allocation,,NYSE Arca
AOS,A.O. Smith Corporation,A.O. Smith,Industrial Products,New York Stock Exchange
AOSL,Alpha and Omega Semiconductor Limited,Alpha and Omega Semiconductor Limited,Semiconductors,Nasdaq Global Select
AP,Ampco-Pittsburgh Corporation,Ampco-Pittsburgh,Industrial Products,New York Stock Exchange
APA,Apache Corporation,Apache,Oil & Gas - E&P,New York Stock Exchange
APAM,Artisan Partners Asset Management Inc. Class A,Artisan Partners Asset Management,Asset Management,New York Stock Exchange
APC,Anadarko Petroleum Corporation,Anadarko Petroleum,Oil & Gas - E&P,New York Stock Exchange
APD,Air Products and Chemicals Inc.,Air Products and Chemicals,Chemicals,New York Stock Exchange
APDN,Applied DNA Sciences Inc,Applied DNA Sciences,Consulting & Outsourcing,NASDAQ Capital Market
APEI,American Public Education Inc.,American Public Education,Education,Nasdaq Global Select
APEN,Apollo Endosurgery Inc.,Apollo Endosurgery,Medical Devices,NASDAQ Global Market
APF,Morgan Stanley Asia-Pacific Fund Inc.,Morgan Stanley Asia-Pacific Fund,Asset Management,New York Stock Exchange
APH,Amphenol Corporation,Amphenol,Computer Hardware,New York Stock Exchange
APHA,Aphria Inc.,Aphria,Drug Manufacturers,New York Stock Exchange
APHB,AmpliPhi Biosciences Corporation,AmpliPhi Biosciences,Biotechnology,NYSE American
APLE,Apple Hospitality REIT Inc.,Apple Hospitality REIT,REITs,New York Stock Exchange
APLS,Apellis Pharmaceuticals Inc.,Apellis Pharmaceuticals,Biotechnology,Nasdaq Global Select
APM,Aptorum Group Limited,Aptorum Limited,Biotechnology,NASDAQ Global Market
APO,Apollo Global Management LLC Class A Representing Class A Limitied Liability Company Interests,Apollo Global Management LLC Representing Limitied Liability Company Interests,Asset Management,New York Stock Exchange
APOG,Apogee Enterprises Inc.,Apogee Enterprises,Building Materials,Nasdaq Global Select
APOP,Cellect Biotechnology Ltd.,Cellect Biotechnology,Biotechnology,NASDAQ Capital Market
APPF,AppFolio Inc.,AppFolio,Application Software,NASDAQ Global Market
APPN,Appian Corporation,Appian,Application Software,NASDAQ Global Market
APPS,Digital Turbine Inc.,Digital Turbine,Application Software,NASDAQ Capital Market
APRN,Blue Apron Holdings Inc. Class A,Blue Apron,Retail - Apparel & Specialty,New York Stock Exchange
APT,Alpha Pro Tech Ltd.,Alpha Pro Tech,Building Materials,NYSE American
APTO,Aptose Biosciences Inc.,Aptose Biosciences,Biotechnology,NASDAQ Capital Market
APTS,Preferred Apartment Communities Inc.,Preferred Apartment Communities,REITs,New York Stock Exchange
APTV,Aptiv PLC,Aptiv PLC,Autos,New York Stock Exchange
APTX,Aptinyx Inc.,Aptinyx,Biotechnology,Nasdaq Global Select
APU,AmeriGas Partners L.P.,AmeriGas Partners,Utilities - Regulated,New York Stock Exchange
APVO,Aptevo Therapeutics Inc.,Aptevo Therapeutics,Biotechnology,Nasdaq Global Select
APWC,Asia Pacific Wire & Cable Corporation Limited,Asia Pacific Wire & Cable Limited,Computer Hardware,NASDAQ Global Market
APY,Apergy Corporation,Apergy,Oil & Gas - Services,New York Stock Exchange
APYX,Apyx Medical Corporation,Apyx Medical,Medical Instruments & Equipment,Nasdaq Global Select
AQ,Aquantia Corp.,Aquantia,Semiconductors,New York Stock Exchange
AQB,AquaBounty Technologies Inc.,AquaBounty,Biotechnology,NASDAQ Capital Market
AQMS,Aqua Metals Inc.,Aqua Metals,Waste Management,NASDAQ Capital Market
AQN,Algonquin Power & Utilities Corp.,Algonquin Power & Utilities,Utilities - Independent Power Producers,New York Stock Exchange
AQST,Aquestive Therapeutics Inc.,Aquestive Therapeutics,Biotechnology,NASDAQ Global Market
AQUA,Evoqua Water Technologies Corp.,Evoqua Water,Industrial Products,New York Stock Exchange
AQXP,Aquinox Pharmaceuticals Inc.,Aquinox Pharmaceuticals,Drug Manufacturers,NASDAQ Global Market
AR,Antero Resources Corporation,Antero Resources,Oil & Gas - E&P,New York Stock Exchange
ARA,American Renal Associates Holdings Inc,American Renal Associates,Medical Diagnostics & Research,New York Stock Exchange
ARAV,Aravive Inc.,Aravive,Biotechnology,Nasdaq Global Select
ARAY,Accuray Incorporated,Accuray Incorporated,Medical Devices,Nasdaq Global Select
ARC,ARC Document Solutions Inc.,ARC Document Solutions,Business Services,New York Stock Exchange
ARCB,ArcBest Corporation,ArcBest,Transportation & Logistics,Nasdaq Global Select
ARCC,Ares Capital Corporation,Ares Capital,Asset Management,Nasdaq Global Select
ARCE,Arco Platform Limited,Arco Platform Limited,Application Software,Nasdaq Global Select
ARCH,Arch Coal Inc. Class A,Arch Coal,Coal,New York Stock Exchange
ARCI,Appliance Recycling Centers of America Inc.,Appliance Recycling Centers of America,Retail - Apparel & Specialty,NASDAQ Capital Market
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Arcos Dorados Shares,Restaurants,New York Stock Exchange
ARCT,Arcturus Therapeutics Ltd.,Arcturus Therapeutics,Biotechnology,NASDAQ Global Market
ARCW,ARC Group Worldwide Inc.,ARC Worldwide,Industrial Products,NASDAQ Capital Market
ARD,Ardagh Group S.A.,Ardagh S.A.,Packaging & Containers,New York Stock Exchange
ARDC,Ares Dynamic Credit Allocation Fund Inc.,Ares Dynamic Credit Allocation Fund,Asset Management,New York Stock Exchange
ARDS,Aridis Pharmaceuticals Inc.,Aridis Pharmaceuticals,Biotechnology,NASDAQ Capital Market
ARDX,Ardelyx Inc.,Ardelyx,Biotechnology,NASDAQ Global Market
ARE,Alexandria Real Estate Equities Inc.,Alexandria Real Estate Equities,REITs,New York Stock Exchange
ARES,Ares Management Corporation Class A,Ares Management,Asset Management,New York Stock Exchange
AREX,Approach Resources Inc.,Approach Resources,Oil & Gas - E&P,Nasdaq Global Select
ARGO,Argo Group International Holdings Ltd.,Argo International,Insurance - Property & Casualty,New York Stock Exchange
ARGX,argenx SE,argenx SE,Biotechnology,Nasdaq Global Select
ARI,Apollo Commercial Real Estate Finance Inc,Apollo Commercial Real Estate Finance,REITs,New York Stock Exchange
ARKR,Ark Restaurants Corp.,Ark Restaurants,Restaurants,NASDAQ Global Market
ARL,American Realty Investors Inc.,American Realty Investors,Real Estate Services,New York Stock Exchange
ARLO,Arlo Technologies Inc.,Arlo,Application Software,New York Stock Exchange
ARLP,Alliance Resource Partners L.P.,Alliance Resource Partners,Coal,Nasdaq Global Select
ARMK,Aramark,Aramark,Restaurants,New York Stock Exchange
ARNA,Arena Pharmaceuticals Inc.,Arena Pharmaceuticals,Biotechnology,Nasdaq Global Select
ARNC,Arconic Inc.,Arconic,Industrial Products,New York Stock Exchange
AROC,Archrock Inc.,Archrock,Oil & Gas - Services,New York Stock Exchange
AROW,Arrow Financial Corporation,Arrow Financial,Banks,Nasdaq Global Select
ARPO,Aerpio Pharmaceuticals Inc.,Aerpio Pharmaceuticals,Biotechnology,NASDAQ Capital Market
ARQL,ArQule Inc.,ArQule,Biotechnology,NASDAQ Global Market
ARR,ARMOUR Residential REIT Inc.,ARMOUR Residential REIT,REITs,New York Stock Exchange
ARRS,ARRIS International plc,ARRIS International plc,Communication Equipment,Nasdaq Global Select
ARRY,Array BioPharma Inc.,Array BioPharma,Biotechnology,NASDAQ Global Market
ARTNA,Artesian Resources Corporation Class A Non-Voting Common Stock,Artesian Resources Non-Voting Common Stock,Utilities - Regulated,Nasdaq Global Select
ARTW,Art's-Way Manufacturing Co. Inc.,Art's-Way Manufacturing Co.,Farm & Construction Machinery,NASDAQ Capital Market
ARTX,Arotech Corporation,Arotech,Industrial Products,NASDAQ Global Market
ARVN,Arvinas Inc.,Arvinas,Biotechnology,Nasdaq Global Select
ARW,Arrow Electronics Inc.,Arrow Electronics,Computer Hardware,New York Stock Exchange
ARWR,Arrowhead Pharmaceuticals Inc.,Arrowhead Pharmaceuticals,Biotechnology,Nasdaq Global Select
ARYA,ARYA Sciences Acquisition Corp.,ARYA Sciences Acquisition,Conglomerates,NASDAQ Capital Market
ASA,ASA Gold and Precious Metals Limited,ASA Gold and Precious Metals Limited,Asset Management,New York Stock Exchange
ASB,Associated Banc-Corp,Associated Banc-Corp,Banks,New York Stock Exchange
ASC,Ardmore Shipping Corporation,Ardmore Shipping,Transportation & Logistics,New York Stock Exchange
ASCMA,Ascent Capital Group Inc. Series A Common Stock,Ascent Capital Series Common Stock,Consulting & Outsourcing,Nasdaq Global Select
ASEA,Global X FTSE Southeast Asia,Global X FTSE Southeast Asia,,NYSE Arca
ASFI,Asta Funding Inc.,Asta Funding,Credit Services,Nasdaq Global Select
ASG,Liberty All-Star Growth Fund Inc.,Liberty All-Star Growth Fund,Asset Management,New York Stock Exchange
ASGN,ASGN Incorporated,ASGN Incorporated,Employment Services,New York Stock Exchange
ASH,Ashland Global Holdings Inc.,Ashland Global,Chemicals,New York Stock Exchange
ASIX,AdvanSix Inc.,AdvanSix,Chemicals,New York Stock Exchange
ASLN,ASLAN Pharmaceuticals Limited,ASLAN Pharmaceuticals Limited,Biotechnology,NASDAQ Global Market
ASM,Avino Silver & Gold Mines Ltd. (Canada),Avino Silver & Gold Mines (Canada),Metals & Mining,NYSE American
ASMB,Assembly Biosciences Inc.,Assembly Biosciences,Biotechnology,Nasdaq Global Select
ASML,ASML Holding N.V.,ASML Holding N.V.,Semiconductors,Nasdaq Global Select
ASNA,Ascena Retail Group Inc.,Ascena Retail,Retail - Apparel & Specialty,Nasdaq Global Select
ASND,Ascendis Pharma A/S,Ascendis Pharma A/S,Biotechnology,Nasdaq Global Select
ASNS,Arsanis Inc.,Arsanis,Biotechnology,NASDAQ Global Market
ASPN,Aspen Aerogels Inc.,Aspen Aerogels,Building Materials,New York Stock Exchange
ASPS,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A.,Business Services,Nasdaq Global Select
ASPU,Aspen Group Inc.,Aspen,Education,NASDAQ Capital Market
ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,Grupo Aeroportuario del Sureste S.A. de C.V.,Transportation & Logistics,New York Stock Exchange
ASRT,Assertio Therapeutics Inc.,Assertio Therapeutics,Drug Manufacturers,Nasdaq Global Select
ASRV,AmeriServ Financial Inc.,AmeriServ Financial,Banks,NASDAQ Global Market
AST,Asterias Biotherapeutics Inc. Common Series A,Asterias Biotherapeutics Common Series,Biotechnology,NYSE American
ASTC,Astrotech Corporation,Astrotech,Aerospace & Defense,NASDAQ Capital Market
ASTE,Astec Industries Inc.,Astec Industries,Farm & Construction Machinery,Nasdaq Global Select
ASUR,Asure Software Inc,Asure Software,Application Software,NASDAQ Capital Market
ASV,ASV Holdings Inc.,ASV,Farm & Construction Machinery,NASDAQ Capital Market
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),ASE Technology Holding Co. American Depositary Shares (each representing Two),Semiconductors,New York Stock Exchange
ASYS,Amtech Systems Inc.,Amtech Systems,Semiconductors,Nasdaq Global Select
AT,Atlantic Power Corporation (Canada),Atlantic Power (Canada),Utilities - Independent Power Producers,New York Stock Exchange
ATAI,ATA Inc.,ATA,Education,NASDAQ Global Market
ATAX,America First Multifamily Investors L.P.,America First Multifamily Investors,Banks,Nasdaq Global Select
ATEC,Alphatec Holdings Inc.,Alphatec,Medical Instruments & Equipment,Nasdaq Global Select
ATEN,A10 Networks Inc.,A10 Networks,Application Software,New York Stock Exchange
ATGE,Adtalem Global Education Inc.,Adtalem Global Education,Education,New York Stock Exchange
ATH,Athene Holding Ltd. Class A,Athene Holding,Insurance,New York Stock Exchange
ATHM,Autohome Inc. American Depositary Shares each representing one class A.,Autohome American Depositary Shares each representing one A.,Online Media,New York Stock Exchange
ATHN,athenahealth Inc.,athenahealth,Application Software,Nasdaq Global Select
ATHX,Athersys Inc.,Athersys,Biotechnology,NASDAQ Capital Market
ATI,Allegheny Technologies Incorporated,Allegheny Incorporated,Industrial Products,New York Stock Exchange
ATIS,Attis Industries Inc.,Attis Industries,Waste Management,NASDAQ Capital Market
ATKR,Atkore International Group Inc.,Atkore International,Industrial Products,New York Stock Exchange
ATLC,Atlanticus Holdings Corporation,Atlanticus,Credit Services,Nasdaq Global Select
ATLO,Ames National Corporation,Ames National,Banks,NASDAQ Capital Market
ATNI,ATN International Inc.,ATN International,Communication Services,Nasdaq Global Select
ATNM,Actinium Pharmaceuticals Inc. (Delaware),Actinium Pharmaceuticals (Delaware),Biotechnology,NYSE American
ATNX,Athenex Inc.,Athenex,Biotechnology,Nasdaq Global Select
ATO,Atmos Energy Corporation,Atmos Energy,Utilities - Regulated,New York Stock Exchange
ATOM,Atomera Incorporated,Atomera Incorporated,Semiconductors,NASDAQ Capital Market
ATOS,Atossa Genetics Inc.,Atossa Genetics,Medical Diagnostics & Research,NASDAQ Capital Market
ATR,AptarGroup Inc.,AptarGroup,Packaging & Containers,New York Stock Exchange
ATRA,Atara Biotherapeutics Inc.,Atara Biotherapeutics,Biotechnology,Nasdaq Global Select
ATRC,AtriCure Inc.,AtriCure,Medical Instruments & Equipment,NASDAQ Global Market
ATRI,Atrion Corporation,Atrion,Medical Instruments & Equipment,Nasdaq Global Select
ATRO,Astronics Corporation,Astronics,Aerospace & Defense,Nasdaq Global Select
ATRS,Antares Pharma Inc.,Antares Pharma,Medical Instruments & Equipment,NASDAQ Capital Market
ATSG,Air Transport Services Group Inc,Air Transport Services,Transportation & Logistics,Nasdaq Global Select
ATTO,Atento S.A.,Atento S.A.,Business Services,New York Stock Exchange
ATTU,Attunity Ltd.,Attunity,Application Software,NASDAQ Capital Market
ATU,Actuant Corporation,Actuant,Industrial Products,New York Stock Exchange
ATUS,Altice USA Inc. Class A,Altice USA,Communication Services,New York Stock Exchange
ATV,Acorn International Inc. ADS,Acorn International ADS,Retail - Apparel & Specialty,New York Stock Exchange
ATVI,Activision Blizzard Inc,Activision Blizzard,Application Software,Nasdaq Global Select
ATXI,Avenue Therapeutics Inc.,Avenue Therapeutics,Drug Manufacturers,NASDAQ Capital Market
AU,AngloGold Ashanti Limited,AngloGold Ashanti Limited,Metals & Mining,New York Stock Exchange
AUBN,Auburn National Bancorporation Inc.,Auburn National Bancorporation,Banks,NASDAQ Global Market
AUDC,AudioCodes Ltd.,AudioCodes,Communication Equipment,Nasdaq Global Select
AUG,Auryn Resources Inc.,Auryn Resources,Metals & Mining,NYSE American
AUMN,Golden Minerals Company,Golden Minerals Company,Metals & Mining,NYSE American
AUO,AU Optronics Corp American Depositary Shares,AU Optronics American Depositary Shares,Computer Hardware,New York Stock Exchange
AUPH,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals,Biotechnology,NASDAQ Global Market
AUSE,WisdomTree Australia Dividend Index,WisdomTree Australia Dividend Index,,NYSE Arca
AUTL,Autolus Therapeutics plc,Autolus Therapeutics plc,Biotechnology,Nasdaq Global Select
AUTO,AutoWeb Inc.,AutoWeb,Online Media,NASDAQ Capital Market
AUY,Yamana Gold Inc. (Canada),Yamana Gold (Canada),Metals & Mining,New York Stock Exchange
AVA,Avista Corporation,Avista,Utilities - Regulated,New York Stock Exchange
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),Grupo Aval Acciones y Valores S.A. (Each representing 20 preferred shares),Banks,New York Stock Exchange
AVAV,AeroVironment Inc.,AeroVironment,Aerospace & Defense,Nasdaq Global Select
AVB,AvalonBay Communities Inc.,AvalonBay Communities,REITs,New York Stock Exchange
AVCO,Avalon GloboCare Corp.,Avalon GloboCare,Health Care Providers,NASDAQ Capital Market
AVD,American Vanguard Corporation ($0.10 Par Value),American Vanguard ($0.10 Par Value),Agriculture,New York Stock Exchange
AVDL,Avadel Pharmaceuticals plc,Avadel Pharmaceuticals plc,Biotechnology,NASDAQ Global Market
AVEO,AVEO Pharmaceuticals Inc.,AVEO Pharmaceuticals,Biotechnology,NASDAQ Capital Market
AVGO,Broadcom Inc.,Broadcom,Semiconductors,Nasdaq Global Select
AVGR,Avinger Inc.,Avinger,Medical Devices,NASDAQ Capital Market
AVH,Avianca Holdings S.A. American Depositary Shares (Each representing 8 preferred Shares),Avianca S.A. American Depositary Shares (Each representing 8 preferred Shares),Airlines,New York Stock Exchange
AVID,Avid Technology Inc.,Avid Technology,Application Software,Nasdaq Global Select
AVK,Advent Claymore Convertible Securities and Income Fund,Advent Claymore Convertible Securities and Income Fund,Asset Management,New York Stock Exchange
AVLR,Avalara Inc.,Avalara,Application Software,New York Stock Exchange
AVNS,Avanos Medical Inc.,Avanos Medical,Medical Instruments & Equipment,New York Stock Exchange
AVNW,Aviat Networks Inc.,Aviat Networks,Communication Equipment,Nasdaq Global Select
AVP,Avon Products Inc.,Avon Products,Consumer Packaged Goods,New York Stock Exchange
AVRO,AVROBIO Inc.,AVROBIO,Biotechnology,Nasdaq Global Select
AVT,Avnet Inc.,Avnet,Computer Hardware,Nasdaq Global Select
AVX,AVX Corporation,AVX,Computer Hardware,New York Stock Exchange
AVXL,Anavex Life Sciences Corp.,Anavex Life Sciences,Biotechnology,NASDAQ Capital Market
AVY,Avery Dennison Corporation,Avery Dennison,Industrial Products,New York Stock Exchange
AVYA,Avaya Holdings Corp.,Avaya,Business Services,New York Stock Exchange
AWF,Alliancebernstein Global High Income Fund,Alliancebernstein Global High Income Fund,Asset Management,New York Stock Exchange
AWI,Armstrong World Industries Inc,Armstrong World Industries,Building Materials,New York Stock Exchange
AWK,American Water Works Company Inc.,American Water Works Company,Utilities - Regulated,New York Stock Exchange
AWP,Aberdeen Global Premier Properties Fund of Beneficial Interest,Aberdeen Global Premier Properties Fund of Beneficial Interest,Asset Management,New York Stock Exchange
